"par","distancia"
"Item_14_Item_17",0.00940173825199056
"Item_14_Item_18",0.00161704697350318
"Item_14_Item_19",0.00705455726488937
"Item_14_Item_20",0.00453238042197619
"Item_15_Item_16",0.00140949430649252
"Item_15_Item_17",0.00214335891868712
"Item_15_Item_18",0.0110552199206698
"Item_15_Item_19",0.00256603434092066
"Item_15_Item_20",0.00634726674889825
"Item_16_Item_17",0.00462417239643656
"Item_16_Item_18",0.00322297612744477
"Item_16_Item_19",0.0144268184222974
"Item_16_Item_20",0.00475735167927827
"Item_17_Item_18",0.0114910546972666
"Item_17_Item_19",0.00759331580860581
"Item_17_Item_20",0.00393390658129124
"Item_18_Item_19",0.00236319966557384
"Item_18_Item_20",0.00350314259470162
"Item_19_Item_20",0.0103599486062295
