"individuo","escore","theta_verdadeiro","theta_EAP","theta_EP","tau_verdadeiro","tau_EAP","tau_EP"
61,9,-0.184844724751572,-0.65077361065449,0.609067231638588,-0.078804304245227,-0.289019842038415,0.807359971443237
62,12,-1.40038960041621,-0.132814881575248,0.649183518817989,0.0112433127269548,-0.448866543027046,0.802197558555593
63,16,0.65129767098576,0.932327138333148,0.651494302541679,1.58247706935977,0.372946081351223,0.853637516508593
64,11,-0.947888752552297,-0.455944575455153,0.673975826051733,1.10212545363917,0.660428089920063,0.846141842621176
65,11,-1.00984826717731,-0.419649224935855,0.636943776887341,0.747355083237467,0.653536762603463,0.843631374888346
66,9,-0.634850297482302,-0.695507935103568,0.642293193611006,1.14678445430369,0.182424225684396,0.818900683385923
67,14,1.38633400114946,0.568451967590024,0.624207386357278,0.157626159492873,-0.179072300253114,0.81264650964953
68,12,-1.12448713010542,0.0821753572373822,0.640050385542459,0.162904809573081,0.0117515434978386,0.833644401477981
69,12,-1.27542931309343,-0.0865483508178867,0.64504403534026,1.24991965591376,0.582331178645117,0.842328656187068
70,7,-1.75004426565447,-1.31317696485858,0.615672051151478,0.938526319531605,0.287704601115575,0.845780253909314
71,12,-1.64005424775752,-0.170973525986891,0.617629628181587,-0.365909400893079,0.600651532844918,0.840982470062225
72,6,-2.18972782197739,-1.70968694324792,0.643552194350361,1.03715082880727,-0.422150116768845,0.834961483260112
73,13,-0.860324742976034,0.247406283932091,0.61781405134109,-0.847715042921221,-0.0865820640784394,0.809889572099792
74,8,-0.732397308647649,-0.878905956514708,0.621482218354087,0.549640841032616,0.220105024647734,0.853895609367959
75,14,-0.819587020703366,0.398177881020926,0.616703724605573,0.539860290819447,0.478827959375641,0.843766419912819
76,15,1.85033081680966,0.865724000677486,0.64062623761456,0.490359273126931,0.385266774056206,0.852009140976776
77,14,-0.0749315822669543,0.630857249891024,0.623169586547907,1.30482082556334,-0.196821729446663,0.813235260207763
78,8,-0.606189329500801,-1.0778062300684,0.630222267281869,-0.204817087600978,0.282580410216728,0.828169816103383
79,13,0.752509994768723,0.354992442568707,0.615827409920051,-0.598718432535639,-0.0757269470956952,0.82743713276075
80,13,-0.198703843821079,0.100249382959462,0.683302664844821,0.705703201334597,-0.97084061047255,0.783744130086313
81,15,0.729737633956255,0.732911459210732,0.629617379218001,1.6238693481267,0.410862320259899,0.849174281010071
82,8,-0.260464837485272,-1.06743631912627,0.657821507565172,1.33929583091647,-0.174003173220638,0.822084459971776
83,12,-0.652168129524361,-0.207282426538068,0.634686596132874,0.615723718208083,0.608362066661714,0.842003791340034
84,6,-0.870594677616895,-1.56219883064518,0.64343515876186,-1.50857185761549,-0.743817301345414,0.801128297774341
85,15,0.483624392368859,0.610680181360218,0.6883102535954,1.50745637673347,-0.201779499954577,0.824430319456554
86,14,0.315839788400322,0.427975360187118,0.649930722467887,-0.226303516246389,-0.138544588208931,0.813410282117883
87,13,0.00441390858695976,0.129296834022465,0.632510877606145,-0.915995448638721,0.535995775302542,0.842227705052915
88,17,2.35855529746645,1.32579795356732,0.662094256489954,-1.03982925377258,0.302895754480785,0.862410663325237
89,8,-1.19684151719659,-1.22224077871902,0.677145013984947,-0.604266093499165,-0.605458368721877,0.824838943800629
90,15,0.107302350558001,0.823615839359757,0.629269855883226,1.33878676026076,0.393084791708479,0.850790582122219
91,12,-0.140578375735888,0.190736348956342,0.614759957666389,-0.0785199940322047,-0.0350917233275259,0.82753225898867
92,10,-1.51401699902958,-0.80042309923241,0.645562560723008,-0.762893738611321,0.203949504995344,0.852169544887855
93,16,0.351689486727449,0.905479614849652,0.650187117177613,-0.402658643138741,0.377948403356106,0.853115254563517
94,8,-1.42793360697543,-0.83062116204442,0.63175088928615,-1.42546234855986,-0.632591237163574,0.790272137757063
95,7,-1.14712664722066,-1.23411496483066,0.619884373009185,-0.812798782971452,-0.128632686351127,0.825198722926202
96,13,0.0738233822785897,0.104208902111375,0.632271903944059,1.46494336045089,-0.044896020937458,0.810719550846198
97,13,0.272893889286849,0.160487508120619,0.612499276522726,0.865546266513361,-0.0613212616145777,0.809224670421439
98,16,1.01052826592697,0.948725468234041,0.651185219465569,0.250757038871904,-0.219937572002797,0.833693695976623
99,11,-0.759674918417299,-0.273624277430923,0.63823956155864,-0.716957365595704,-0.416148688035144,0.829354421840725
100,17,2.52641515182155,1.15890031978086,0.655334901260377,0.0907172821292507,0.331569902574624,0.858434294286625
101,9,-0.667079805057543,-0.799738039054413,0.618335363931045,0.549084702497578,0.731860272742303,0.849272988180037
102,13,0.338360657437398,0.324242302532803,0.628979714358229,-1.14036318684899,0.494483996478811,0.84356885274768
103,12,-0.421628985640387,0.0337120744607896,0.609608350956861,0.545283460998477,0.556423907946449,0.840661483771007
104,9,-0.108546437449694,-1.25451991056815,0.672151974201441,-0.0927012683194123,-0.183478403305475,0.835167377131465
105,11,-1.29281047190662,-0.192556921941831,0.649487862379671,-0.355431984274211,-1.23123850577934,0.775753666720813
106,13,0.500088667705683,0.321316854232075,0.611781199543594,0.908579083100973,0.494913596672297,0.842716930449859
107,11,-0.374027817829799,-0.248700725630593,0.63911819107138,-0.77174069932495,-0.412306388144243,0.802648204469236
108,10,-0.613730000099352,-0.596830460326325,0.679355306950598,-0.47274094856368,-0.341615799177495,0.839028638674142
109,17,1.60803913625508,1.31891823829834,0.674670384248349,0.526767548456391,-0.381402714481985,0.827998252250026
110,10,-0.488461668501605,-0.758888621568307,0.645706851756801,-1.41145517139795,-0.257438715261771,0.818580451629853
111,10,0.162208045333116,-0.422291257833035,0.620217611206106,-0.110312561360236,-0.373728958039139,0.791666719201905
112,7,-2.07108430559212,-1.3785213024059,0.703819096370319,-0.698091935839897,-0.80575131670867,0.802192974843696
113,15,0.89728675205246,0.8852429876192,0.638992141241014,0.227850592055763,0.381480096472943,0.852324860325824
114,12,0.208344020485637,-0.201750048740612,0.659393080808035,2.0366778666973,0.0769538281718824,0.838020940473047
115,16,0.889163898727351,0.984799085728939,0.666549571579535,-0.197692171069759,0.363550115713579,0.855238034410105
116,13,-0.035345597222471,0.333698583157157,0.627546243977645,-0.864299369271644,-0.611656316613899,0.808576113856992
117,12,0.034054716206054,-0.122633591956459,0.612866846423438,0.565094217421661,0.0211570357280528,0.809630903586384
118,11,-0.411785442172134,-0.144076143251896,0.615751142255083,0.673044516017102,0.594807656164582,0.840835582215286
119,9,-0.345331675732459,-0.963893362114548,0.643785404862568,-0.413573319508971,-0.199100584526689,0.804499069904844
120,11,-0.905194978481478,-0.252100685047759,0.631645476701948,0.630793271121464,-0.40278830442663,0.806771048070009
121,15,1.02557885026704,0.733884880407918,0.626805281133578,-0.0390779853094009,0.410612887469925,0.84906777612029
122,16,0.600463523766443,0.964569509442018,0.639613306940056,-0.499089382443546,-0.289166361067955,0.819050479870338
123,15,1.32326236604947,0.848682638038606,0.632372259302559,0.485386414420987,0.388321474080605,0.851376157150074
124,13,0.341525384034314,0.303874358125005,0.625502489737197,-0.911074685287207,-0.574244904945829,0.800887336979532
125,10,-0.867075445559109,-0.524541035138662,0.634683068165648,-0.827706462267083,-0.339949172461143,0.794601025038518
126,14,-0.258525250550962,0.429855011489513,0.617106872365915,-0.78713638443032,-0.139411266631255,0.810872705897242
127,14,0.310240336489874,0.236277929881118,0.656031125462074,1.68452777566408,0.513397549156348,0.844109107693573
128,4,-1.70442487253209,-1.74305893604722,0.639447069557559,-0.794803215648568,-0.687455504873672,0.805568191381893
129,8,0.216646175244309,-0.951103017688999,0.639300014905822,-1.04526598424994,-0.592047696113318,0.79370985208587
130,17,2.77649058638172,1.32003132618513,0.6706928576459,-2.48372391977735,-0.304806025715598,0.840375448131623
131,7,-3.09121733541392,-1.47337105706746,0.655439190502014,-0.0527313837508881,-0.426869367998304,0.809219830718683
132,14,-0.168565998877042,0.586398410000142,0.649487155286244,-0.625928882869495,-0.132634130189289,0.830272846366502
133,10,0.0229548154473206,-0.549965539298455,0.627654850246576,-1.19585255380772,-0.740308118036848,0.801844022355504
134,14,-0.128270229793459,0.508657661641675,0.644239778091173,0.505584476045227,-0.113644719564149,0.829570874579158
135,9,-0.937532014089262,-0.642225677039933,0.632945583569723,-0.239294349877736,-0.702203497940418,0.791838792590834
136,8,-0.305388633932313,-0.827144035397143,0.6253142217518,-0.98050799804804,-0.288715209834432,0.843165887359129
137,13,-1.00753019244508,0.231792192424585,0.636975036993716,-0.554692042403297,0.514110365955332,0.84314874869574
138,16,1.06690690434578,1.04325781000196,0.638924274625396,1.60990540624021,0.35191516947721,0.855444852059689
139,14,-0.309537732341349,0.59818943278367,0.612554723758989,0.71369551000134,0.437478889878838,0.846289445520537
140,10,-1.48610205826071,-0.42859457365229,0.629399118348325,-0.944815875395012,-0.77861936490115,0.799569317715306
141,14,0.847633356119536,0.433497972575306,0.626860085376074,-0.155734261910895,0.471626471861485,0.844641347542783
142,11,-1.910829875215,-0.37632098254917,0.645544934142274,1.5091764953728,-0.366266489546299,0.809975833654697
143,10,0.515658083846616,-0.358885807241456,0.607891299376081,-0.672593321559989,0.0892973627580164,0.811054634798503
144,9,-0.851545575084721,-0.694125469603282,0.613123772093893,0.415986572440164,-0.28354258815312,0.795548801539839
145,13,0.27281176601833,0.243482362389403,0.619173699642054,0.028560067004785,-0.103453226250191,0.817607476990953
146,12,-2.03447552577488,-0.014846280682303,0.641313033671984,1.2702714685338,0.0344016030535441,0.834558315852771
147,13,0.526610670079352,0.202256894143183,0.663322504552676,0.666770447227177,-0.0383139608450791,0.830519045725007
148,16,0.233335319706511,0.933644343443156,0.641902541863544,-0.439421845881748,0.372417091180991,0.853313974427887
149,11,-1.33547126536183,-0.369399919034679,0.642300461252505,0.377988358805506,0.6427718403653,0.843447072044241
150,9,-0.989214314048004,-0.83387918181315,0.609595278981598,-0.322699816047796,0.738881372753335,0.849687717934385
151,9,-1.29088844091234,-0.567513328299417,0.61291032635328,-0.228889596454894,-0.727024487247102,0.788360061728909
152,7,-1.37660180313304,-1.57307200950085,0.684353402319748,0.710809811550852,-0.0522242176930083,0.841658031979751
153,11,0.728291227272277,-0.361306621512056,0.685809076654648,-1.27617684532876,-0.372050998724274,0.813041782636557
154,11,1.21027274993074,-0.230799391238786,0.642461180156767,0.925924955777751,0.0520013252407476,0.812644581771252
155,10,-0.192205965781943,-0.54903192577615,0.635472919231585,0.83248135214494,0.140863552478585,0.838314670285567
156,14,0.511347151971461,0.518091572131761,0.636291658273094,0.0940453816650471,0.454319403435784,0.846143688143051
157,9,-1.3781989817945,-0.944275334664352,0.660839832300697,0.277067741688942,0.222681323641755,0.851199700583141
158,7,-0.880250498234993,-1.30532432860617,0.645468303470077,-1.33249264018119,-0.827437131456849,0.795005149281959
159,8,-1.00956019733178,-1.41807539139554,0.684563579133645,-0.313715668586626,-0.181309934158567,0.865575108034173
160,16,0.0270144558106036,1.13475053925727,0.652729061732599,0.209562322791479,0.335750807399477,0.857889205865829
161,12,0.369785152640975,0.0197480830501436,0.629290287691085,-0.73662044535925,0.559441227287121,0.8416323104906
162,12,0.234005486779018,-0.0439390506545189,0.640760584792181,0.0925001940376464,0.57311854271517,0.842125471416011
163,10,-0.895948220450703,-0.322226712944123,0.627216568880436,-1.06156351219629,-0.381731932334292,0.807525996149372
164,13,0.286255908969983,0.118633492389993,0.655969541892194,0.584760888818294,-0.0491821860957951,0.81266099207009
165,7,-2.10132883215659,-1.34288480226635,0.632342372091383,0.266963840364429,-0.086708092539386,0.814789606921137
166,9,0.325083930484113,-0.745417485478721,0.615082044972355,-0.0153596545176687,0.721210570473157,0.847796825128002
167,12,-0.203529362555087,0.0572452044869626,0.609755296894576,-0.176377978898492,-0.0527651036017706,0.817001530805565
168,17,1.40484329354475,1.32125158378666,0.660924358981873,0.993484425300855,0.303628630390928,0.862259562204419
169,16,0.80261972166506,1.08446003720492,0.648195722311065,1.90274007424524,0.344682649242877,0.856631585934952
170,15,0.189241676781671,0.819444366507729,0.634711529354003,0.460096020969381,0.394046570435593,0.850910032526221
171,15,1.25613729172492,0.807241954562533,0.640632079577362,0.0596800166142093,-0.159724255730537,0.834666451154266
172,7,-2.29379521368756,-1.07586080877743,0.615707529653066,-0.439102607619337,-0.163735040239497,0.805007296017574
173,19,2.35841889792578,1.96987753495764,0.693574140300415,-0.661804272304422,0.2072632380118,0.878648751467156
174,6,-1.26297836866833,-1.45786404864167,0.639096797980302,-0.752046559245976,-0.0555233248953131,0.819268830824996
175,10,0.402768388875388,-0.369473190569747,0.597613301208466,1.36651986458003,0.643485055763967,0.841015323210599
176,14,0.382086292211466,0.574943767406171,0.622534409674696,-1.42326804010517,-0.180944481350608,0.812586644303129
177,7,-0.555140638304196,-1.19770746621133,0.641909102231526,-0.589374900496018,-0.139172394497742,0.825190354565126
178,14,0.154824048512001,0.42213288677647,0.628392694219465,0.808946923091113,0.474014246902841,0.844576755449626
179,12,0.703178169124378,0.0239417934466495,0.614809041612552,-0.294547230500028,0.558557894448859,0.840893925567903
180,13,0.895196739940757,0.387453604391784,0.61174547284689,-0.520936514262505,-0.0605165869058503,0.830913558210279
181,11,-0.00259572325772612,-0.358254835305299,0.623211880976181,-1.37362440212599,0.0889114032517024,0.812270757342832
182,10,0.231849461011621,-0.572062936935072,0.623349433413504,0.0402933004505086,0.14911879394292,0.815187232953792
183,13,-1.57094406773383,0.33333733691985,0.61757433120316,1.12412786817947,0.492452565431752,0.843108417974467
184,15,1.34277601398344,0.631012598989467,0.642933360073179,0.489933572691648,0.43150697497928,0.848056457302221
185,8,-0.250564289784945,-0.988309837545166,0.617202945530421,-0.485043207238863,-0.190481091958348,0.802739090865035
186,10,-0.373125128685389,-0.50826312291283,0.621260737339059,-0.393732244292751,-0.371637067335996,0.818825089122792
187,13,0.513304197192343,0.253165056621834,0.646718169336557,0.344535415993614,-0.558583502306994,0.803004200715189
188,13,0.513076963843758,0.357769142442444,0.655531981763057,-1.15265578512856,-1.0680247840642,0.778816025891811
189,14,0.0828624672977173,0.563603708155343,0.620342951925142,-0.123241155003953,-0.102488012270744,0.831833779976348
190,8,-2.20252657474422,-1.28487762465591,0.647289223558391,-0.632036674110843,0.330924469110672,0.836795205407927
191,12,-0.216933550788998,-0.0397978264347782,0.612445961107297,0.784668950131936,-0.00294100989572328,0.809289776494481
192,11,0.613529927466787,-0.320250965466296,0.637898331351651,-0.285410496826499,-0.390045464200817,0.803532055260885
193,12,-0.79637987133177,-0.111349402070341,0.623499921278515,1.06333814786391,0.587796699773935,0.841185341687621
194,13,0.165256909210722,0.32476932772582,0.622186855677557,-0.660199444685141,0.494308281707009,0.843242742893844
195,13,-0.119815830601682,0.058347938762359,0.673347287114994,-0.561549144736985,-0.539051581422603,0.793146753973447
196,13,-0.524515678269972,0.0362381469524493,0.665949769272192,0.355449496208155,0.022068698885535,0.835563316637269
197,7,-1.04899924631317,-1.27306915273719,0.628499860339163,0.461359873137449,0.329344058054097,0.835101428041209
198,15,1.20798390975582,0.95504314549648,0.624061502306489,-0.602599381839653,0.367845217072669,0.853147360341416
199,11,-0.137328085496532,-0.321941305356267,0.62781900064786,-0.0886206032230363,0.0784079024448587,0.812249192976451
200,13,-0.893859175723896,0.10342512702066,0.631011776146194,0.382270452888133,-0.0446635006805651,0.810617976502081
201,9,-2.37200510218157,-1.27688398006828,0.649903822120017,0.461791167040612,0.328961768388116,0.836671052259007
202,13,0.547887416445316,0.232593077979718,0.63404583184597,1.32706691049708,0.513957740121551,0.842993896830299
203,8,-0.189269748854315,-1.11022404524873,0.645108242556325,1.43153751504291,-0.233097926980072,0.853310493128622
204,11,0.463382599369203,-0.119570160794589,0.60495992168971,0.271475938300025,-0.00477274945982488,0.817456988932636
205,15,1.18737927240966,0.640138955810869,0.660815782859533,1.37993201754185,0.430031794422135,0.848996392258049
206,11,0.0368953578506198,-0.253284868939509,0.633210823677903,0.38310555067671,-0.402455597309261,0.806934626875844
207,11,0.227852387173182,-0.134480158700044,0.634125942734601,-0.408776692114145,-0.874252273527142,0.795055407607363
208,16,1.3633287033752,0.950727830563761,0.633450003698861,-0.402011241198286,0.36894789288997,0.853358920878643
209,9,-0.844573670120513,-1.42690928466162,0.673527041438791,-0.245497080708679,-0.0846728568323033,0.83555449356636
210,17,0.51139423647573,1.31947103077257,0.644607861409799,0.438347641173671,0.303357348843609,0.861759341787299
211,8,-1.2478972678642,-0.835295477697573,0.633392178896716,-0.490186916994218,-0.63787743012934,0.795929526002557
212,12,-0.281598085400684,-0.177618078415459,0.65229987408597,-0.66252954868342,0.0718248451278053,0.837296749641034
213,13,0.445278258586574,-0.00921825696357649,0.658887229374038,0.412603357775252,0.565761050101397,0.843114935781481
214,9,-0.825722074060353,-0.849023291021828,0.6038731079994,-0.244900655353237,0.225114737542363,0.819640636656981
215,11,-0.18563941347161,-0.291104798968543,0.624215934143895,-0.234015859765337,-0.398675030777764,0.801961386550222
216,13,-0.475829395760415,0.192166183913905,0.638807078072785,-0.0161673327344229,0.522645988930251,0.842917659024108
217,12,0.170882095444372,-0.131289530376826,0.653106292665144,0.0600093658314701,0.0430670493256113,0.832173197244336
218,12,1.06883257078069,-0.00212324892976628,0.62378589963186,-0.235940613179046,0.564200402418739,0.841282977515769
219,9,-1.21173187259292,-0.771146656358637,0.617953165098457,0.150310229152645,0.189831824758185,0.843375384453541
220,11,0.396459436974507,-0.255321973866534,0.637092597958487,-1.81015224359801,-0.834646316415142,0.797215346388694
221,11,0.329334183751141,-0.336811340601673,0.624277107146645,1.25824319941609,0.0530782833640937,0.82081618231547
222,9,-0.908262715831526,-0.794625229489762,0.614132379259917,0.444977855172822,0.21019377532109,0.818991871931783
223,15,0.927380854809989,0.639656949499374,0.646403353661492,1.19755718026963,0.429821469808533,0.8483560515251
224,16,0.424930122342255,0.954141588327874,0.63359109397544,-0.000932003269077159,0.368309847598817,0.85343336173199
225,15,0.328646611917584,0.625985176376575,0.633246973976825,0.779598207353935,0.432305077676377,0.847569859463328
226,13,0.51918057383008,0.414188255545583,0.597552132048115,0.950083693771223,0.475169377189647,0.843109949689155
227,6,-1.43724036675702,-1.5980393931446,0.641565075682623,0.243560932964203,-0.510019686175528,0.832534046568741
228,11,0.226970112443681,-0.208814876344778,0.627006732836648,0.355737461272964,0.0621977095593172,0.831531504564896
229,9,-0.570230051837071,-0.728277723218928,0.640127649346001,-0.644217090194129,-0.265632075581106,0.81730393820955
230,10,-0.784956734512353,-0.631764089878888,0.642822099543269,-0.563446568882148,-0.304825267799342,0.797234253661805
231,15,0.383072375064447,0.733487911333065,0.637900567968971,0.614457400838609,0.410950808600298,0.849515917614209
232,14,0.214399917084768,0.511013101214475,0.629635329239048,0.0731835293776275,-0.162578739844736,0.812498301094745
233,11,-0.433188021090909,-0.329809508597793,0.606627925416479,-0.163407923573668,-0.404687693676757,0.789112380644177
234,13,-0.624243149197949,0.333663524760647,0.642823234348783,0.256554071161008,-0.61181282770016,0.809784242444299
235,12,0.322315449333689,-0.102051444149301,0.649738909632705,0.430115489660654,0.0148347377562332,0.812512465741292
236,16,0.403860421241884,1.01424538395349,0.641535475319984,0.230387291688195,-0.302564941417608,0.82003640383407
237,11,-0.252868509140096,-0.534948205634115,0.669480328057816,-0.445070627613433,-0.746470607653476,0.805090558999228
238,7,-0.56079081950015,-1.69499066044922,0.678305842187246,-1.30407160839916,-0.427413964743263,0.836081842080381
239,9,-1.28433090185853,-0.648219023376655,0.650623052492206,-0.828845207677352,-0.696538288078305,0.788681344220273
240,14,0.773669337733185,0.52456676091657,0.630779849407668,1.01309678799533,0.452871892685605,0.84599916830646
241,7,-1.22346901779283,-1.32224033882846,0.645362283622968,1.12002282605039,-0.175218615899336,0.843529221906567
242,15,-0.624342466670378,0.576991455854736,0.640592852537907,-0.289614135630227,-0.105521269409151,0.833041232424709
243,12,-0.489389307567328,-0.0219883214857831,0.608244918464099,-0.892174408613911,-0.00812700575267494,0.808912214409107
244,9,-0.116751938041903,-0.619586764187125,0.631764242383714,-0.943506855837024,-0.771828919632283,0.808912935302565
245,7,-0.596535499709052,-1.23329160803013,0.617465213859727,1.38349790430484,-0.128718291055422,0.825009074803171
246,10,-0.655940778855422,-0.450244260856349,0.612181919242181,0.240219327026687,0.119290799580341,0.834817801886021
247,15,0.406471661620372,0.707763536988925,0.622696980589648,0.442938765350085,0.415694108573211,0.848456383429725
248,13,-0.341612061996197,0.0268559041584534,0.641743091093397,-0.257649837239268,-0.0225068664332581,0.811504977579289
249,12,-0.0306130657003576,-0.0864021598748571,0.642390889054995,-0.420169338960329,-0.499348395152061,0.808516392723834
250,11,-1.26541491252706,-0.268185559867582,0.63022974217634,1.99172250058727,0.621392326787366,0.842055700661921
251,5,-2.39164727345443,-1.68015228541334,0.643378788283527,-0.342815931890904,-0.104923781037655,0.857085579133291
252,17,2.26073140572544,1.47254692953958,0.650463149924516,0.826730676535686,0.278319396291213,0.865568780749651
253,17,0.645533659850196,1.4091749503788,0.675523128865328,-0.203723739874071,0.289512252370072,0.864727602949356
254,14,0.96656884425734,0.359015694074903,0.622713679141878,-1.18727605328468,-0.118925583344791,0.810823300260044
255,15,0.266466249362568,0.536582112781185,0.664079997209759,-0.82448936343863,-0.169419075958698,0.815397524780248
