"individuo","escore","F1_verdadeiro","F1_EAP","F1_EP","F2_verdadeiro","F2_EAP","F2_EP"
25,12,-1.31953421737323,-0.908152509188047,0.61585734249537,-1.26337528251285,-0.752249601766779,0.681736572445734
26,23,0.925952616927552,0.666826488510016,0.531930943903906,1.21352722021907,0.483306443650541,0.588766847501409
27,14,-0.789775104605884,-0.491116210260276,0.606691879777796,-0.629502605047564,-0.685707807651352,0.664910210010558
28,28,1.73415955632955,1.70527305752315,0.625739489937529,1.85109680536469,1.15512028289711,0.606506425684557
29,24,0.484810910895122,1.02129620819697,0.550780989599472,0.855613024100876,0.388662775196708,0.5815618179055
30,16,-0.174231891209381,-0.234403525811533,0.568540169457306,-0.266257506947642,-0.283581917395377,0.621697106686627
31,29,1.92150698886278,1.35386504211002,0.642201539643602,1.22251163680107,1.61782398777132,0.673055080746903
32,13,-1.32280683888437,-0.212672426301757,0.608330848610161,-0.674773674135977,-0.711520990400385,0.627795601378232
33,22,0.26655049861603,0.888792694879404,0.551662981905824,0.596599969755529,-0.0971599856645227,0.601695664741191
34,16,-1.14271707898602,-0.587425125105678,0.645624983173481,-1.14743942155313,-0.476063380856964,0.723549466988758
35,19,0.0106815852238399,0.453115790744727,0.532125180969887,0.115363872384346,0.249020876174023,0.569230371563183
36,24,1.29315318870119,0.572649314853098,0.571145671687718,0.56481484411287,0.794338158593883,0.663759543809638
37,26,1.18670728507128,1.19283838779872,0.598928501844817,0.668073656055708,0.598667037762312,0.650938284879127
38,14,-0.344737112839768,-0.44571756906283,0.614666044528898,-1.03035815686561,-0.399002109154724,0.618205148158826
39,14,0.301598353200977,-0.127182904292657,0.602255409730406,-0.256792305231374,-0.529117585747459,0.631318141331783
40,12,-0.202451125818628,-0.634823374564239,0.614477498791243,-0.641591324874847,-0.64591099499212,0.638760973309498
41,9,-0.705799145088664,-1.00649066579557,0.622853567736417,-1.39346400008501,-0.831488661758181,0.669972001179885
42,25,1.02427577860664,0.64209580327972,0.535623119867881,1.11463257554428,1.02905405256188,0.584182972536081
43,15,-0.755743293849368,-0.434131786697807,0.580977986466219,-1.00945452230424,-0.189997288245817,0.615389433684872
44,26,0.786196363563627,1.36503408208189,0.577458838748729,0.553979473157258,0.733252162721279,0.594603003082913
45,11,-0.26266323025863,-0.754032388781719,0.617693223167868,-1.00032749609572,-0.477601405169782,0.61684485615307
46,13,-0.878501880341152,-0.856626100221868,0.655814356700124,-1.50610398321696,-0.588730685939528,0.707014091505664
47,13,-0.358626678495852,-0.882051688517888,0.64056029019191,-0.657320542278151,-0.531956783103546,0.739445125474065
48,26,0.753302446151023,1.38509018730476,0.573245977278368,1.20543351553363,0.552806315769731,0.580023803133312
49,26,0.766467885317911,1.26277870699835,0.569141153341141,0.830117650183026,0.806300183137708,0.591033460455243
50,15,-1.03002492741821,-0.574633103343435,0.640682777113195,-0.0116585370480955,-0.281445611213592,0.728795934797995
51,15,-0.400388655712096,-0.496763817721967,0.60718915392158,0.572653399958437,-0.215287487179942,0.686551642314076
52,14,-0.379612732374054,-0.584158941178807,0.592313414063483,-0.297058180970166,-0.0787886032739269,0.688249193814425
53,10,-2.53254193530288,-1.09856826591807,0.668529536512095,-1.25964019314059,-0.924695675092856,0.68851219111995
54,25,0.939917498991807,0.408977873314174,0.540851943633469,0.503283741477362,1.32511227109375,0.641155493677368
55,15,-1.43037530767636,-0.7177943452832,0.639930532690641,-0.62141293520604,-0.556160484175743,0.650615893423814
56,13,-1.0514094583506,-0.824169233639648,0.594916696959588,-0.817832336854657,-0.230166587432229,0.703742584515798
57,11,-0.934122405135502,-0.963314142893343,0.70477199652519,-1.41811656766454,-1.05338476089411,0.71813942542082
58,20,0.211785123778893,-0.264690448829598,0.575803035328164,0.14792986344175,0.407211820973583,0.671085132264222
59,23,1.05510455732919,1.00499016711379,0.563025974360715,0.506202987962719,0.117227059935545,0.582978944828482
60,19,1.17943398467484,0.222111295661905,0.525906367661099,0.328405255954081,0.00201312060150118,0.609337266037006
61,28,1.31897372589198,1.23990727108582,0.617874477872653,1.3190517763498,1.38076420213984,0.661569835896972
62,14,-1.045785450463,-0.376427011723672,0.587085439422667,-0.115136762250877,-0.198021880625026,0.688112392043299
63,13,-1.62249323048025,-0.675441410058869,0.680221538471468,-1.07517444877765,-0.946923433338898,0.739063966270642
64,21,0.612026175142563,0.372122515167348,0.531325224653732,0.387648823501088,0.161636054126607,0.601269386486975
65,26,0.352950933840884,1.30636395569274,0.568724965598043,1.91155330669614,0.716691082974478,0.577540845016214
66,23,0.56187200100702,0.0712031840121512,0.554803264949755,1.35033595315973,0.976022246507258,0.629030834850267
67,16,-0.67351168677912,-0.491806761307078,0.624928952398062,-0.0347322183904064,-0.22040586703953,0.674623343538393
68,22,0.322512774300582,0.468218494234854,0.537132969655495,-0.0919817632033414,0.465376206023192,0.59540812368758
69,25,1.25221423243505,0.797617451318482,0.569891168037384,0.330835636563362,0.866938964104538,0.654346504299774
70,26,1.4514223752758,0.739828972681684,0.585273912430894,0.466335271258058,0.985613872654363,0.658186132314281
71,11,-0.821463973651372,-0.636361136642987,0.696335004383885,-1.597322973987,-1.02533916253407,0.659934104149663
72,8,-2.42179918801443,-1.58059232473455,0.649831965617001,-2.5441679033554,-0.766878723293673,0.696276657528045
73,14,-1.14177801068168,-0.731000925167491,0.676276683307596,-0.470045776728025,-0.417506070293615,0.690932836181206
74,17,-0.5717475599566,-0.293724849868864,0.576768850136977,-0.869647856956581,0.171818895443584,0.690564505524652
75,10,-1.93182043565067,-1.02950961817387,0.626107228870044,-1.61003230329035,-0.928145053459865,0.667665768829291
76,15,-1.09069423508099,-0.730216098587102,0.672111791182878,-0.712085220206346,-0.634703072126942,0.712933119817615
77,29,1.33234323476699,1.59750765489341,0.652162007908151,1.0336589214967,1.3577191876859,0.677340770354638
78,12,-0.567493411972811,-0.6192172523742,0.61151138516081,-1.32826279438178,-0.646733992458391,0.661127745551224
79,11,-0.885008713490373,-0.999017920071602,0.623187057456959,-1.00708897822542,-0.582422534807911,0.735759638789049
80,15,0.218064971968845,-0.502444318084093,0.568002465941404,-1.01053603554977,0.0379924147063874,0.679499399639357
81,22,0.664039141866052,0.769345958341123,0.576824988995219,0.141645167813693,0.0705619642571775,0.644460496973303
82,23,0.931977697281199,1.55604465564043,0.579652515585997,1.13715631884423,-0.168540965494406,0.57871459229474
83,9,-1.14976911373117,-1.05400948760713,0.761132683355676,-2.3774738280853,-1.42841667620862,0.675620687187896
84,13,0.113880613284729,-0.773277217059056,0.652135010315567,-0.754873963264854,-0.795152130577122,0.698147930684784
85,18,0.492451167322059,0.201920074268074,0.612922885042195,-0.342600977592056,-0.500291337995557,0.687645245329931
86,16,-0.0859424634665231,0.13075414329537,0.62660792492903,-1.0512801719826,-0.798533998810947,0.614963943452495
87,23,0.543266447385181,0.465951081476039,0.561274758951488,0.448948137491399,0.585586297190307,0.654001391028596
88,23,0.688548248562111,0.772469069581383,0.550108993730206,0.61169911103709,0.434974118004904,0.596625670158304
89,12,-0.875050888675999,-0.368097704844154,0.651871731333452,-0.511669833422702,-0.938063211932214,0.645133400964298
90,11,-1.62441618237791,-0.852940399172518,0.67672343797185,-1.25154808520392,-0.986025275837853,0.699744086167272
91,24,1.20453806210659,0.60607152019533,0.575239536608053,0.417380123964009,0.615429317536807,0.666197679463636
92,9,-1.09057711219942,-1.44635573579159,0.711377305401791,-0.312065251039402,-0.958090565446252,0.690565405418513
93,17,-0.0244534031490237,-0.043352125125787,0.581806649998031,0.911443068338374,-0.148319009008138,0.674111822434737
94,23,0.452972132358446,0.466920229888519,0.575940953496775,0.583003918445874,0.644397909451165,0.677223008823049
95,22,0.783993639164549,0.334244620633766,0.550611891372397,0.504814396331793,0.597183408387894,0.64910639553991
96,20,1.00520675405882,0.518968720191262,0.578160019456715,0.113111971190342,-0.120129025764583,0.643583706377379
97,25,1.27842290577649,0.174683931777916,0.540251724115695,0.975865235018907,1.34765212083281,0.6348127861119
98,25,1.43159272846558,1.40751666296816,0.575215972726077,0.689722996168914,0.215981458709191,0.589406871028426
99,16,-0.562174981701907,0.0700450186225607,0.547967176986379,-0.59684114686084,-0.336214236715859,0.601196092482617
100,12,-0.586747477418475,-0.810154734869777,0.628100954648867,-0.793245730077831,-0.757820713756779,0.649042551025204
101,21,0.0999062834149028,0.0543037982604457,0.584904112543338,0.874458135386908,0.228200823214564,0.689644305734705
102,18,-0.656653120442353,-0.456628840416876,0.550785516029793,0.388321311216262,0.625766958331834,0.649644441470103
103,16,-0.784977308875725,0.0627381458273109,0.588447450879953,0.163545064211018,-0.453929306584298,0.683663664912121
104,12,-1.00440136126132,-0.800645870260501,0.641464857929236,-0.664319138395105,-0.657703692571845,0.692905497072418
105,21,0.611638034511137,0.462329305460913,0.53846977463642,0.749829262923524,0.152255480762684,0.588580030184674
106,14,-0.998592642508314,-0.0323693235377639,0.560617254182442,-0.284455589653911,-0.511778429838574,0.610175267564859
107,19,0.745564495817904,0.131712462739499,0.51827694170454,0.0610526075562483,0.0924845593260073,0.606217061271625
108,28,3.0050640207088,1.30538051813977,0.621795211801892,2.72493186755658,1.51629089079972,0.665409441801511
109,12,-0.352455787728794,-0.637431162798105,0.620034648841657,-0.189978392748978,-0.606531053041328,0.645528472471757
110,15,-0.00531962727672641,-0.435713512707601,0.595993170505413,0.135229205814869,-0.127802852677107,0.685271187588694
111,25,0.322004231666167,0.556805311938819,0.566763449204703,0.919366574521768,0.974027368835662,0.630496125457296
112,22,0.251707426856025,0.872706897609396,0.566028973519587,0.637772492079464,-0.0946399904748806,0.601113477562161
113,20,0.579644296871179,0.304128809564541,0.586605234010546,0.973685683978144,0.237378454776894,0.649036548518961
114,23,1.2899640901899,0.81589518240015,0.529439142659011,0.701691399568986,0.571558644031751,0.594348350676906
115,20,0.57233769695722,0.196791917313126,0.544972512042452,-0.275174755718791,0.0361309323916787,0.632861621217914
116,11,-1.36976982796851,-1.29214396876809,0.659007616425906,-1.10477055100899,-0.698858451453205,0.684254487868135
117,8,-1.47697444225061,-1.28981632194888,0.677555672870509,-0.444897807439088,-0.824874618797034,0.665817608118068
118,29,1.37720189933716,1.60919196688131,0.669001450076117,1.77051114853172,1.66494398049872,0.686351862441453
119,28,2.13958319354533,1.26192350174366,0.619256222588943,2.63232481277772,1.30624125768393,0.649272546725489
120,16,-0.729950908220994,-0.235717176659428,0.605942728823387,0.446527618088769,-0.356985011777327,0.632053610525329
121,23,0.714621973108419,1.42915211932068,0.56723964455745,0.909431988097843,0.00544425926249761,0.576251977630447
122,25,0.56989880532993,0.654267689771471,0.564383224147606,1.71552650114069,0.869303315483126,0.6366373900909
123,13,-0.887607411060124,-0.31787495155675,0.540173982861931,0.00928761908813314,-0.329887913370353,0.596474742996043
124,11,-1.61842742108739,-1.32942490720143,0.652225699161965,-1.76442997756889,-0.922625571815826,0.719056563314724
125,12,-1.19892123861166,-1.0482123848121,0.673149690927733,-1.64813132496531,-0.875241799322484,0.712003523306383
126,29,2.02986805484725,1.36430851647722,0.645232245820919,2.14618314232328,1.68017243736584,0.675300244080388
127,25,0.784944520498056,0.794858887910738,0.534814745243141,0.556921020026948,0.749180078265304,0.591015065639982
128,25,1.34031547759262,1.36659901542046,0.599550156024149,0.737268491272561,0.348591201015365,0.660292336862239
129,27,1.74191414668571,1.30539305850501,0.590164303224503,1.78321079381112,1.06089490678,0.593821115654862
130,17,-1.23159768209932,-0.637523096976687,0.518031921429091,0.34457688198277,0.486994325021327,0.616403128209495
131,10,-1.30693765356266,-1.18701185595853,0.73063032256187,-1.88765023256857,-1.46988236304291,0.765478751397714
132,25,0.436208186330687,0.566940473758989,0.559085097001269,1.07033481465737,0.831291583376204,0.63752048425205
133,26,1.02000085761666,0.450685474451478,0.55169407367989,0.311720384067629,1.71451244778359,0.641476665162584
134,20,0.510250932039612,0.52695027840753,0.52288700022001,-0.355428214290137,0.116936471406528,0.582732126110298
135,28,2.14089826756603,1.30538051813977,0.621795211801892,1.76586769223532,1.51629089079972,0.665409441801511
136,22,1.51124361293325,0.164948507144091,0.525745666485525,1.05733458350952,0.614464118549291,0.575076191352662
137,10,-0.917109425624859,-1.18325172077801,0.660202887496584,-1.1397966042723,-0.726893066157274,0.763599238904409
138,7,-2.1299264362059,-1.56123456779517,0.668721630809189,-2.31081369559316,-1.02788574327876,0.761192713656909
139,21,0.548569663053239,0.752930843594256,0.550968918612276,0.994232778680286,-0.322907626949822,0.587227607631628
140,15,-1.04728771711041,-0.156957305712835,0.59002991112959,-0.872176433901957,-0.652445635294872,0.648983024037315
141,23,0.0646925447694486,0.446928637108526,0.542136329004349,0.935531927746591,0.745711048664702,0.566870914041111
142,28,1.01947441887897,1.47889078860017,0.639872772135433,1.91286428281628,1.33162938100828,0.67116427069974
143,27,1.59867952045018,1.70958208286163,0.611126311976426,1.29955970159474,0.683053939390922,0.587019221492558
144,14,-0.410319622875517,-0.744282054967638,0.641563391472428,-1.05452912998249,-0.447397266027367,0.70435424751913
145,16,-0.54111747476434,-0.0918512520743714,0.571304801837606,-0.041649388088463,-0.254519638843678,0.671096803671419
146,15,-0.0387150676667296,0.24615361134931,0.591515851557341,-0.323253736423104,-0.85829466371094,0.628971933412083
147,29,2.05997237846294,1.60284099033284,0.660837837850227,2.46892247491436,1.52926146456781,0.680169747721079
148,21,-0.230655661800794,-0.132811968220321,0.54644276717556,1.00190565702286,0.934231916410191,0.64728186982838
149,26,0.933876687442658,0.52334168393325,0.56444896591318,2.08488674120229,1.49600151291642,0.641320645134965
150,27,1.0782126297559,0.91975247718033,0.585169637168906,0.809361130243822,1.35342248216999,0.650209824076443
151,14,-1.06243206568667,-0.721256398796115,0.560973138222243,-0.666777055911648,-0.18288082902126,0.663221929892153
152,15,-0.866260840325339,-0.44968876874037,0.588355018190167,-0.634582644489168,-0.504369954520469,0.663237082192043
153,15,-1.24157001053455,-0.299796561524814,0.532226092703063,0.203484457124143,-0.166726254720021,0.616676076287868
154,13,-0.449115401287208,0.0246389677769488,0.657761692596458,0.221431783554791,-1.16540216686896,0.637604178139304
155,15,-0.810999035172572,-0.528853365001094,0.626843773544377,-0.0471471149006881,-0.489614341485007,0.674498518403227
156,20,0.574360380065186,0.731446869404733,0.550810331498501,0.469250867640846,-0.0319594784054257,0.5822302522059
157,14,-0.609200696600653,-0.605516352480168,0.568831160527799,-0.84835818007127,-0.286853805968896,0.630154334301556
158,15,-0.237344025927942,0.198609486820592,0.562771753092848,-0.380084910914694,-0.483144137565266,0.614962179458962
159,20,-0.286999744585702,0.202008244121653,0.574730368078763,0.10390869656125,-0.152934996609289,0.602810120928319
160,10,-1.21808096113922,-0.936212067400284,0.650531254588833,-1.17656288869389,-1.07378538528685,0.701439168535927
161,27,1.71750100529304,0.983087322476999,0.591439938772453,0.376237878818435,1.12123107030478,0.639602520777121
162,26,1.09651370383985,0.924716066765069,0.587134714959724,1.28661131753783,1.00183289492934,0.640434938742303
163,16,-1.13100134822552,-0.579909394797005,0.635248537045037,-0.913842643120723,-0.196924909267241,0.725208480256021
164,18,0.0337061831621729,0.394859339727875,0.546846316489953,-0.312637340949687,-0.0605403855255299,0.590180331835243
165,17,-0.312901384843486,-0.306868649085045,0.622264405211224,-0.0729468394147888,-0.147331659036992,0.715788344249885
166,16,-1.20549726546311,-0.771949053712213,0.604462976931573,-0.594036995714409,0.0611288849455324,0.719384264072242
167,19,-0.125901876135611,0.388716680561849,0.552765568933234,0.922980089395414,-0.235806271709116,0.597504056519287
168,21,0.270363625789743,0.845169869059462,0.541525637334741,0.538938139137129,-0.00148680719464618,0.593514605616335
169,13,-1.0155539509376,-0.181647372492557,0.59137253878281,-0.949482384949261,-0.774895515459125,0.650060541751139
170,19,0.764707105452467,-0.0535103454366769,0.591359822411713,0.68192014809563,-0.0576328972290151,0.667550144665516
171,22,0.463660856475275,0.355659997789429,0.525274352456381,1.14111270355885,0.699084987812551,0.569604853056606
172,15,-0.0109816714524318,0.0712000499268496,0.566980314596933,0.333060122349656,-0.479808979866809,0.597094457335181
173,18,0.148680539987679,-0.218477430902655,0.574392165920331,-0.225130093291122,-0.0267210035296708,0.614147431446503
174,8,-1.74794560953135,-1.29703576217896,0.727275611787974,-1.18840614371233,-1.64225452760473,0.694520924199484
175,23,0.649129723156888,0.273615633089382,0.563791488496836,0.957320656673828,0.784127329870338,0.656820305903324
176,10,-1.17824704280644,-1.21870244939425,0.603289014111072,-0.852238891480457,-0.439101663006632,0.710073391779776
177,17,-0.239107261108391,0.124080980588511,0.516478360314237,-0.105069576014711,-0.113948174027209,0.599356841144781
178,19,1.07448153395041,0.427465563823381,0.564384017914562,-0.387560452797279,-0.264831584721885,0.633377063532932
179,23,1.21871709888955,0.311447145696139,0.560882211849001,0.827910392918499,1.1735684672917,0.642999127417543
180,24,0.472189829997871,0.831907115398808,0.56733996374746,0.786111503442642,0.448865334787111,0.649220401161807
181,25,1.47812435586136,1.24574462729635,0.558097992398263,1.64162741771486,0.438698621766892,0.577062147592644
182,23,-0.183495071705951,0.48131144235617,0.561631843982172,1.30086875185467,0.557569122190509,0.647452995626998
183,12,-0.375736801147709,-0.445748467921434,0.575329610824771,-1.00876355759158,-0.570758384411759,0.644249137120403
184,16,-1.05880724666138,-0.416773000204507,0.578098795166311,0.206092166656468,0.0589005144348079,0.698321601405821
185,21,0.67390703963283,0.309429763772529,0.573532489602113,-0.0940075475127624,0.0502206189589012,0.669645223185664
186,21,0.614283375750108,0.270141845203264,0.570412614568714,-0.0094399989001297,0.231303887519197,0.664989348012237
187,20,0.316290350434442,0.121852776968699,0.582742560858084,-0.0496108645221245,0.0426988461943517,0.672953039717269
188,17,0.657318030960015,-0.554358368017543,0.586655809153005,-0.888319355384348,0.407007804220323,0.647159087930559
189,17,-0.326135061597852,0.317610710902607,0.596682951271053,0.85609186478589,-0.376882459436184,0.584111570150215
190,19,-0.155556213052046,0.130876032208598,0.555606168245892,-0.0196963931792077,-0.00760921449140584,0.602568243216583
191,21,-0.132286608087313,0.527835988551908,0.521407614379384,0.608420193033993,0.249195584359319,0.585415473687324
192,14,-0.789838430991947,-0.281051985749874,0.600085796096121,0.0429898542001607,-0.522335377867809,0.62102164717078
193,23,0.0394825451288252,0.425062589788478,0.529532882003299,0.310277969574214,0.567367711641028,0.593839303375208
194,22,0.115210348625871,0.0815271003494755,0.567409432828384,-0.61977300660292,0.778599436476049,0.664347242041747
195,20,-0.00740979733156333,-0.0173568916096801,0.549212134955052,0.341674347288193,0.415663476524422,0.652035719497105
196,9,-1.80232364997345,-0.892606348815035,0.639779806762399,-2.37369629005666,-0.754141614021731,0.665814000309991
197,15,-0.448559076624657,-0.499207441723809,0.560167993161326,0.159240724119489,-0.0448078600791136,0.612711242553845
198,24,0.709265343540472,0.332065766316652,0.56244821203899,-0.0582344618492822,0.679489657778769,0.650099541316803
199,15,-0.165434741310376,0.253710244299749,0.550581763944327,-0.607736885270975,-0.769574002824055,0.624048171300937
200,15,-0.363338806763507,-0.43739757985606,0.583189605983075,0.0562500523179941,-0.42823049825673,0.654314434875796
201,23,-0.821415694545602,-0.0180897067486735,0.571614439159059,0.778962108075181,0.738549283269433,0.637293135297031
202,26,1.79428405626215,1.72291761752202,0.602564921169443,1.50234180870158,0.400260174241641,0.595199158029637
203,19,-0.0544312599064163,0.657460404888936,0.54877529862292,0.519189186681698,-0.286041474415638,0.610146019610854
204,8,-1.03537908861404,-1.2451606203878,0.691811855337967,-1.45346642433202,-1.35719791236235,0.690076684164672
205,15,-0.274532058200472,-0.266667926671726,0.624805518183318,0.390661890688882,-0.170259045168861,0.58795091906506
206,10,-1.19060736883984,-1.3070142454522,0.644190068083751,-2.20041778335782,-0.572261133248782,0.683875025024096
207,22,0.118077400741655,0.667675813786967,0.52205921574519,0.742520370366567,0.416945070327574,0.583994183153648
208,17,-0.650366227435991,-0.432669661445289,0.563029305995342,-0.305362256973233,0.287427443321862,0.664273921025633
209,11,-1.2549763112659,-0.35337551468141,0.609897496042504,0.33250989160135,-0.822086329559633,0.629383679402745
210,25,0.708868217719678,0.475336137185003,0.550301012267016,1.55809790203616,1.13740026408614,0.63847464287757
211,22,1.39586224544131,0.288861902618179,0.583255453786236,0.107232377906754,0.450522824102177,0.669278292709889
212,24,0.876056362056006,0.677754803065263,0.547398218877387,1.3151684630577,0.747193226071693,0.59053146886038
213,11,0.322051998604608,-1.09015627505764,0.60297824580668,-0.480232472830086,-0.36288910629088,0.657091918307629
214,9,-1.05374138605469,-0.738751709257191,0.605069138919447,-1.15977986445578,-0.968460442390913,0.66182303511204
215,26,0.0259309393786851,0.630105336580752,0.565024149265657,1.00664611212048,1.29014235879963,0.641465303106439
216,22,0.0269724765470339,-0.139700791764427,0.535986386300066,0.982665701629139,0.948330014602885,0.66283173012685
217,22,1.39891192238516,1.15190112169378,0.569679027605279,0.435965587413156,-0.139108810422945,0.589569718203602
218,14,-1.27333615290009,-0.312361120205,0.561228028317098,0.622145002953317,-0.249424294923339,0.609526384844104
219,14,-0.282756396600336,-0.788630228689377,0.561094707872657,-0.837281316218284,-0.253478410079624,0.65785767872875
220,27,-0.0709979744360939,1.42747159225503,0.611896764996773,1.27581719995178,0.917184432193089,0.658868753178792
221,22,1.35451366990651,0.983810229197461,0.542591393455272,1.09738273278339,-0.194624667971557,0.607595489329191
222,11,-2.01289583939357,-1.31887069427599,0.678976432565942,-1.80220478957184,-0.733050560822182,0.788300672643847
223,13,-1.27854817882915,-0.142669474648606,0.603131484990899,-0.996930436182599,-0.715579569758965,0.627118024292264
224,28,0.706534891847732,1.29849762168527,0.619645117578721,0.335348169999252,1.19498989411889,0.664329305850676
225,16,-0.808462997022252,-0.362724165010533,0.58791921928059,-0.0855804129132035,-0.358935074733923,0.64998040164639
226,14,0.0466873487088546,0.0152126246970925,0.588143102476025,-0.224634942012679,-0.759562832264072,0.608457851366519
227,16,0.188611801571441,0.236726816872123,0.594413936244005,-0.772996460431497,-0.70712347006243,0.626923764805971
228,22,-0.241237660201676,0.408522859044141,0.531997133922498,1.01641276830364,0.521417045504129,0.576867594047329
229,24,0.551255457092778,0.926541634706723,0.547513737651574,0.946957906660379,0.500073770287125,0.594785474273891
230,23,0.940979338873018,1.10437296393223,0.541759071094169,0.306444728906266,0.185499960836278,0.577188233137336
231,22,-0.224517672527909,0.128731578394684,0.553459049037995,0.880389610240837,0.740023645098305,0.66669411023698
232,26,1.10270205305141,1.66162730633917,0.595997083280463,0.30809681507637,0.319207633774695,0.605290452235897
233,12,-0.0707666358790894,-0.557269343882117,0.647763538232986,-0.726655774133791,-0.986163750068951,0.662624553187625
234,7,-1.04839581027106,-1.31295457958848,0.720051239917548,-0.724570084239814,-1.57000288468267,0.73068780271232
235,29,1.53229099346656,1.33635536192482,0.639155550043836,2.12147535161799,1.66393979722337,0.672953321247699
236,21,0.602279450503796,0.0443329335128063,0.540602498842964,-0.0536594599864568,0.708468680155097,0.638280261872994
237,13,-0.910453604128224,-0.530205346936094,0.622260689290842,-0.711715258866555,-0.575229631452447,0.689554925126083
238,14,-0.468734769513437,-0.479046613010776,0.606555108538968,-1.01320779296179,-0.666186501755163,0.673938890249916
239,26,2.00170640697057,1.45566549197214,0.583108808278,1.7676001015722,0.426460208215816,0.580739533394309
240,20,0.156618921005612,0.314777201423341,0.560337621665713,0.284377408096027,0.307610331101994,0.669231243525426
241,19,0.497587615909547,-0.28378921845377,0.55420757012722,0.38540599867736,0.643862384784701,0.656460258413877
242,23,0.405493585906637,0.288503848330713,0.510662621652856,1.69749764095021,0.70023842710151,0.569436163378269
243,16,-1.07069896559817,-0.337331307342179,0.555038713601759,-0.261840969131041,-0.204305302822798,0.609649356897156
244,22,1.28052386762758,1.20281537361314,0.564170554369161,0.155535560334692,-0.110980807943713,0.583400442259211
245,11,-1.76396680488108,-0.663435669840123,0.670642578205022,-1.52838746336402,-1.20335071392307,0.676795528116901
246,26,1.08256798197324,0.724710968461336,0.559037207954063,0.587699423911368,1.18447574786752,0.630698155167623
247,15,-0.558095100962305,-0.00686649512979033,0.633171749788463,-0.298547242659863,-0.477726249373902,0.686055003665655
248,14,-0.517281102115372,-0.323785035966255,0.573681221745992,-0.0514597175602589,-0.245399407168437,0.642629172928485
249,12,-1.74556104822953,-0.720969223201739,0.553184845984959,0.0587150028495842,-0.225668405888735,0.628080523024892
250,16,-0.130621063546401,0.0251654420756429,0.533555278709262,-0.319044911613122,-0.185240127984095,0.59423434191598
251,26,1.46812355974248,1.2830624513334,0.57485807757793,0.299877411636416,0.82702997532252,0.591535752235427
252,18,-0.26826195825433,-0.0681904884343785,0.584316363451393,-0.094360741407177,0.269781335224122,0.6545807902287
253,25,0.849609367707978,0.927748825708345,0.544993770185296,1.47655880821051,1.03111910188754,0.583764996468447
254,10,-2.41880668548082,-1.01639343913383,0.660975814032745,-2.44778577521536,-0.982356232583497,0.696730408890499
255,15,-0.346524156161035,-0.744236709769986,0.558428691996892,-0.408131243086281,0.182468776312249,0.715034890127361
256,29,1.85250637205747,1.22214175656257,0.627475359614224,2.30565402742405,1.60268972951021,0.666425646422565
