"par","distancia"
"Item_5_Item_25",0.0101432524569777
"Item_5_Item_26",0.0148653247640488
"Item_5_Item_27",0.0124669183725744
"Item_5_Item_28",0.0119954253369518
"Item_5_Item_29",0.0215625037970114
"Item_5_Item_30",0.0183769565519498
"Item_6_Item_7",0.0192093766237215
"Item_6_Item_8",0.0234147404284994
"Item_6_Item_9",0.0133214181571873
"Item_6_Item_10",0.0189866902885675
"Item_6_Item_11",0.0196330211276653
"Item_6_Item_12",0.0220564216925285
"Item_6_Item_13",0.0201410258810664
"Item_6_Item_14",0.0222765923789072
"Item_6_Item_15",0.0199272030653826
"Item_6_Item_16",0.0119791344952998
"Item_6_Item_17",0.0174007346191617
"Item_6_Item_18",0.0092747134909375
"Item_6_Item_19",0.00855295747336589
"Item_6_Item_20",0.0215176596005872
"Item_6_Item_21",0.013858599297807
"Item_6_Item_22",0.00781496497252632
"Item_6_Item_23",0.0174701486618412
"Item_6_Item_24",0.0172474679284335
"Item_6_Item_25",0.0127302921779801
"Item_6_Item_26",0.013522800074805
"Item_6_Item_27",0.0171102469476412
"Item_6_Item_28",0.0147148471272293
"Item_6_Item_29",0.0220535902080495
"Item_6_Item_30",0.0172801034565448
"Item_7_Item_8",0.0144682566985051
"Item_7_Item_9",0.0204124932530056
"Item_7_Item_10",0.01925754371611
"Item_7_Item_11",0.0124371564333604
"Item_7_Item_12",0.0164311653656836
"Item_7_Item_13",0.019365661712025
"Item_7_Item_14",0.0238695959199915
"Item_7_Item_15",0.0140267841738791
"Item_7_Item_16",0.0148291985303156
"Item_7_Item_17",0.0195411702191477
"Item_7_Item_18",0.0168277817075915
"Item_7_Item_19",0.0158584063940342
"Item_7_Item_20",0.0176693854869301
"Item_7_Item_21",0.0158305648680627
"Item_7_Item_22",0.0118531414467416
"Item_7_Item_23",0.0156399464784856
"Item_7_Item_24",0.0190072968190663
"Item_7_Item_25",0.0204038686330338
"Item_7_Item_26",0.0120267562486172
"Item_7_Item_27",0.0179676179184465
"Item_7_Item_28",0.0175724866641814
"Item_7_Item_29",0.0157390665178255
"Item_7_Item_30",0.0278031180048738
"Item_8_Item_9",0.0156302712527318
"Item_8_Item_10",0.0170122395961406
"Item_8_Item_11",0.0170323471660315
"Item_8_Item_12",0.0204683223200927
"Item_8_Item_13",0.0188418083556939
"Item_8_Item_14",0.0159901764044826
"Item_8_Item_15",0.0203957070294619
"Item_8_Item_16",0.0150631369773474
"Item_8_Item_17",0.028321298980919
"Item_8_Item_18",0.0197257025708917
"Item_8_Item_19",0.0154659288923833
"Item_8_Item_20",0.0169533257382575
"Item_8_Item_21",0.0218516511345701
"Item_8_Item_22",0.0159985469457887
"Item_8_Item_23",0.025645721976858
"Item_8_Item_24",0.0157217583221582
"Item_8_Item_25",0.0187222293206451
"Item_8_Item_26",0.0154398781770497
"Item_8_Item_27",0.0156737397733455
"Item_8_Item_28",0.0244003775170533
"Item_8_Item_29",0.0102357652762568
"Item_8_Item_30",0.0223961185737232
"Item_9_Item_10",0.0182324604471141
"Item_9_Item_11",0.0271952442427743
"Item_9_Item_12",0.0240970473269549
"Item_9_Item_13",0.0179279039696087
"Item_9_Item_14",0.0318669396296841
"Item_9_Item_15",0.0146354929950355
"Item_9_Item_16",0.0150192932992564
"Item_9_Item_17",0.0210060927020046
"Item_9_Item_18",0.0132672818965275
"Item_9_Item_19",0.0239380657182732
"Item_9_Item_20",0.0177557396564852
"Item_9_Item_21",0.010612880431226
"Item_9_Item_22",0.0114968428813594
"Item_9_Item_23",0.0218580154287429
"Item_9_Item_24",0.0133327413194406
"Item_9_Item_25",0.0144104286155652
"Item_9_Item_26",0.00991473423700899
"Item_9_Item_27",0.0226513574954954
"Item_9_Item_28",0.0206969316299652
"Item_9_Item_29",0.0219662902788517
"Item_9_Item_30",0.0186437421931824
"Item_10_Item_11",0.0283962697677645
"Item_10_Item_12",0.0252075769436333
"Item_10_Item_13",0.0356725623917072
"Item_10_Item_14",0.030894535659914
"Item_10_Item_15",0.0217367931759427
"Item_10_Item_16",0.0148846693747559
"Item_10_Item_17",0.0200610758534203
"Item_10_Item_18",0.038539256352254
"Item_10_Item_19",0.023257693573451
"Item_10_Item_20",0.0138661219104027
"Item_10_Item_21",0.0204204680306151
"Item_10_Item_22",0.0109122042002498
"Item_10_Item_23",0.0240373365589524
"Item_10_Item_24",0.0281436584829673
"Item_10_Item_25",0.0223448872678068
"Item_10_Item_26",0.0127044107230633
"Item_10_Item_27",0.0155591042510894
"Item_10_Item_28",0.0212358140386532
"Item_10_Item_29",0.0146009748801991
"Item_10_Item_30",0.0213061517731685
"Item_11_Item_12",0.0249986864837842
"Item_11_Item_13",0.0174765278203706
"Item_11_Item_14",0.0135776071276772
"Item_11_Item_15",0.0150994478312997
"Item_11_Item_16",0.0180406415223435
"Item_11_Item_17",0.020294304833909
"Item_11_Item_18",0.0305233504176917
"Item_11_Item_19",0.0233697538892967
"Item_11_Item_20",0.0156317279729612
"Item_11_Item_21",0.0196493328704901
"Item_11_Item_22",0.0124818730453992
"Item_11_Item_23",0.0215537945999031
"Item_11_Item_24",0.0184249263386035
"Item_11_Item_25",0.0240487715059861
"Item_11_Item_26",0.0166122564453798
"Item_11_Item_27",0.0332786715901876
"Item_11_Item_28",0.0218788861241176
"Item_11_Item_29",0.0344425073878581
"Item_11_Item_30",0.0279257141474835
"Item_12_Item_13",0.0257280455343824
"Item_12_Item_14",0.0132952775280299
"Item_12_Item_15",0.022090520099038
"Item_12_Item_16",0.017959422734048
"Item_12_Item_17",0.0168493978483696
"Item_12_Item_18",0.020370430405234
"Item_12_Item_19",0.023493280886615
"Item_12_Item_20",0.0173804222308279
"Item_12_Item_21",0.0271078556815799
"Item_12_Item_22",0.0103743247323779
"Item_12_Item_23",0.0205960517367471
"Item_12_Item_24",0.0275370383845804
"Item_12_Item_25",0.0233813137910701
"Item_12_Item_26",0.0178233555375946
"Item_12_Item_27",0.0195488177392982
"Item_12_Item_28",0.0232540085549386
"Item_12_Item_29",0.0114280934082035
"Item_12_Item_30",0.0269489483802712
"Item_13_Item_14",0.0181015779884759
"Item_13_Item_15",0.0190471562013453
"Item_13_Item_16",0.0148916183152272
"Item_13_Item_17",0.0146479960061782
"Item_13_Item_18",0.0219174872200842
"Item_13_Item_19",0.0223773482088736
"Item_13_Item_20",0.0211550954071404
"Item_13_Item_21",0.011981689092587
"Item_13_Item_22",0.00923919252459681
"Item_13_Item_23",0.0217758845092357
"Item_13_Item_24",0.0216890584959241
"Item_13_Item_25",0.0243331053633459
"Item_13_Item_26",0.010196165056947
"Item_13_Item_27",0.0293956016110463
"Item_13_Item_28",0.0147214866654046
"Item_13_Item_29",0.022821853236781
"Item_13_Item_30",0.0275621155170267
"Item_14_Item_15",0.0178223902425685
"Item_14_Item_16",0.0216228319451211
"Item_14_Item_17",0.0136136502937107
"Item_14_Item_18",0.0217883952737948
"Item_14_Item_19",0.021711139567198
"Item_14_Item_20",0.0178864987028775
"Item_14_Item_21",0.0225886780250291
"Item_14_Item_22",0.00889119152111141
"Item_14_Item_23",0.0221636402143168
"Item_14_Item_24",0.0142113327120294
"Item_14_Item_25",0.0191380357256073
"Item_14_Item_26",0.0139823970789037
"Item_14_Item_27",0.0135091431841666
"Item_14_Item_28",0.0171892810386997
"Item_14_Item_29",0.0229252618817171
"Item_14_Item_30",0.0173614784814235
"Item_15_Item_16",0.0281296861226724
"Item_15_Item_17",0.0169940516486085
"Item_15_Item_18",0.0185997760291048
"Item_15_Item_19",0.0195718679096472
"Item_15_Item_20",0.0142320375452121
"Item_15_Item_21",0.0246407069184966
"Item_15_Item_22",0.0125306628838128
"Item_15_Item_23",0.0244621050602939
"Item_15_Item_24",0.0193340599123827
"Item_15_Item_25",0.0170086104425601
"Item_15_Item_26",0.0120237526514752
"Item_15_Item_27",0.0182592491361281
"Item_15_Item_28",0.014616140902624
"Item_15_Item_29",0.0151545829419495
"Item_15_Item_30",0.0160826762077773
"Item_16_Item_17",0.0247383319117924
"Item_16_Item_18",0.0213573439983526
"Item_16_Item_19",0.0164823598623903
"Item_16_Item_20",0.0189426187542665
"Item_16_Item_21",0.0138054777065756
"Item_16_Item_22",0.0191694525508643
"Item_16_Item_23",0.020259124918458
"Item_16_Item_24",0.0211713067588541
"Item_16_Item_25",0.0139074510969948
"Item_16_Item_26",0.0181591596296817
"Item_16_Item_27",0.0280357197527239
"Item_16_Item_28",0.0190467330405762
"Item_16_Item_29",0.0201429476373103
"Item_16_Item_30",0.0198136543611092
"Item_17_Item_18",0.0227060091020261
"Item_17_Item_19",0.0208825871416888
"Item_17_Item_20",0.0200962743881212
"Item_17_Item_21",0.0150482542439483
"Item_17_Item_22",0.0107561625505133
"Item_17_Item_23",0.0247623019881486
"Item_17_Item_24",0.0158655986131397
"Item_17_Item_25",0.0213777305965221
"Item_17_Item_26",0.0119181282612154
"Item_17_Item_27",0.026200072462146
"Item_17_Item_28",0.0172384996934991
"Item_17_Item_29",0.0210777626813748
"Item_17_Item_30",0.0218570007689705
"Item_18_Item_19",0.0232271946425076
"Item_18_Item_20",0.0179645334094528
"Item_18_Item_21",0.0179977604513604
"Item_18_Item_22",0.0083210262649548
"Item_18_Item_23",0.0259023797295949
"Item_18_Item_24",0.0183123239923419
"Item_18_Item_25",0.0246874498602512
"Item_18_Item_26",0.0108460504456677
"Item_18_Item_27",0.0245557778814413
"Item_18_Item_28",0.020111269262267
"Item_18_Item_29",0.0167810124555479
"Item_18_Item_30",0.0137749615457482
"Item_19_Item_20",0.0109635754905877
"Item_19_Item_21",0.0198024048397576
"Item_19_Item_22",0.0132645810106213
"Item_19_Item_23",0.012610191231426
"Item_19_Item_24",0.0143445149959103
"Item_19_Item_25",0.0281696020780084
"Item_19_Item_26",0.0123767377233049
"Item_19_Item_27",0.0197936410106479
"Item_19_Item_28",0.0161555323216203
"Item_19_Item_29",0.0240557823272792
"Item_19_Item_30",0.0207684604669949
"Item_20_Item_21",0.0181903786917777
"Item_20_Item_22",0.00866717275079798
"Item_20_Item_23",0.0201788118133519
"Item_20_Item_24",0.0135080111610403
"Item_20_Item_25",0.028168640369377
"Item_20_Item_26",0.0165968193829225
"Item_20_Item_27",0.0217007033308923
"Item_20_Item_28",0.0137370587940255
"Item_20_Item_29",0.0199578198628969
"Item_20_Item_30",0.0220250218261534
"Item_21_Item_22",0.00939717277400048
"Item_21_Item_23",0.0185633406042899
"Item_21_Item_24",0.0153313639660157
"Item_21_Item_25",0.0243568960535627
"Item_21_Item_26",0.00882706720623975
"Item_21_Item_27",0.0219128664608739
"Item_21_Item_28",0.0340460631803576
"Item_21_Item_29",0.0143637748288293
"Item_21_Item_30",0.0241257648550498
"Item_22_Item_23",0.00952885091875164
"Item_22_Item_24",0.0104115889169317
"Item_22_Item_25",0.0138687013963777
"Item_22_Item_26",0.0151653433657838
"Item_22_Item_27",0.0128727044662148
"Item_22_Item_28",0.00915962093414617
"Item_22_Item_29",0.00996773738971865
"Item_22_Item_30",0.0273104239185103
"Item_23_Item_24",0.00944264942719508
"Item_23_Item_25",0.0222282505388945
"Item_23_Item_26",0.00727593669198217
"Item_23_Item_27",0.0177065827281244
"Item_23_Item_28",0.0131582790809141
"Item_23_Item_29",0.0187994963990319
"Item_23_Item_30",0.0187300709640339
"Item_24_Item_25",0.0193283411080118
"Item_24_Item_26",0.0152047443922085
"Item_24_Item_27",0.0180025283293472
"Item_24_Item_28",0.0146595874259374
"Item_24_Item_29",0.0220215138786789
"Item_24_Item_30",0.0141701407346545
"Item_25_Item_26",0.0163173641700941
"Item_25_Item_27",0.019734170822483
"Item_25_Item_28",0.0156302990247189
"Item_25_Item_29",0.0183784120241582
"Item_25_Item_30",0.0225327942692494
"Item_26_Item_27",0.0139025976224821
"Item_26_Item_28",0.0141700161075333
"Item_26_Item_29",0.0116661645159288
"Item_26_Item_30",0.0151789983315652
"Item_27_Item_28",0.0137003797897898
"Item_27_Item_29",0.0204843053067293
"Item_27_Item_30",0.0286581301743045
"Item_28_Item_29",0.0189533095114781
"Item_28_Item_30",0.0199062458002857
"Item_29_Item_30",0.0200491242474084
